Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,PaymentHistory,TotalAssets,TotalLiabilities,MonthlyIncome,NetWorth,MonthlyLoanPayment,RiskScorePercentage
47,145503,562,Employed,27293,60,Single,3,Rent,0,21,12385,21636,12125.25,3994,736.2204375,53.333333333333336
30,44997,560,Employed,46981,24,Divorced,2,Mortgage,0,18,58634,13843,3749.75,44791,2448.307156,53.333333333333336
28,26159,564,Employed,9760,48,Divorced,1,Own,0,20,30781,14208,2179.916667,16573,326.027862,53.333333333333336
22,20112,564,Employed,15945,36,Married,0,Mortgage,0,23,32011,8879,1676.0,23132,607.8646953,53.333333333333336
34,165678,527,Employed,15670,60,Married,1,Own,0,26,27067,155342,13806.5,4742,437.2720658,40.0
39,59025,488,Employed,28662,36,Married,0,Mortgage,0,25,216257,60085,4918.75,156172,1180.874732,46.666666666666664
42,41342,593,Employed,24167,108,Married,2,Mortgage,0,31,89832,5103,3445.166667,84729,631.2763649,53.333333333333336
51,128457,585,Employed,10254,48,Divorced,0,Rent,0,21,29765,38871,10704.75,1512,309.2011034,56.666666666666664
46,47303,581,Self-Employed,51533,48,Married,0,Rent,0,16,183492,26819,3941.916667,156673,1877.258378,66.66666666666666
37,38717,505,Employed,28021,12,Married,0,Rent,0,27,117367,30419,3226.416667,86948,2585.552615,66.66666666666666
37,36677,527,Unemployed,26422,12,Married,2,Mortgage,0,23,109757,18826,3056.416667,90931,2491.889063,66.66666666666666
46,35279,508,Employed,10590,84,Widowed,3,Rent,0,18,61088,3875,2939.916667,57213,304.1037521,66.66666666666666
55,29192,564,Employed,13668,36,Married,1,Rent,0,31,38965,13767,2432.666667,25198,504.2344179,70.0
41,84355,582,Employed,28111,24,Married,2,Rent,0,23,77108,13119,7029.583333,63989,1480.616379,60.0
34,31809,581,Employed,30389,120,Married,0,Mortgage,0,18,59443,42539,2650.75,16904,924.4040035,53.333333333333336
28,116899,627,Employed,18707,72,Married,3,Mortgage,0,25,157017,3824,9741.583333,153193,472.3083743,40.0
22,28593,545,Employed,18926,48,Single,0,Own,0,26,88106,115138,2382.75,1778,639.5345701,53.333333333333336
47,41181,613,Employed,9152,36,Married,4,Mortgage,0,31,54554,8318,3431.75,46236,317.3115875,53.333333333333336
46,49374,605,Employed,31582,96,Single,4,Mortgage,0,17,200391,94291,4114.5,106100,834.9040531,53.333333333333336
46,27359,528,Self-Employed,43504,36,Married,1,Mortgage,0,34,99531,100887,2279.916667,10255,1772.094612,53.333333333333336
38,35617,505,Employed,26468,120,Married,3,Mortgage,0,25,34775,104119,2968.083333,6391,793.4656257,53.333333333333336
56,79079,555,Employed,14254,108,Married,5,Rent,0,29,8419,21011,6589.916667,1023,356.3586592,63.33333333333333
34,107473,629,Employed,20647,60,Divorced,0,Other,0,25,125229,11733,8956.083333,113496,558.4420077,53.333333333333336
51,50022,621,Employed,23641,72,Single,3,Other,1,20,29534,19797,4168.5,9737,602.1182439,76.66666666666667
39,20453,597,Employed,29192,24,Married,3,Mortgage,0,29,21444,19872,1704.416667,1572,1496.26538,53.333333333333336
32,27958,561,Employed,22511,36,Single,0,Other,0,19,150382,13808,2329.833333,136574,844.8512321,66.66666666666666
47,32612,623,Employed,8304,36,Single,1,Rent,0,17,57620,55181,2717.666667,2439,300.5690277,66.66666666666666
44,154318,596,Employed,18089,36,Divorced,1,Mortgage,0,23,113501,8398,12859.83333,105103,639.5973661,40.0
44,70413,584,Employed,10940,24,Single,2,Rent,0,23,78583,32923,5867.75,45660,566.9314038,60.0
40,99430,579,Employed,31165,48,Single,0,Mortgage,0,20,91713,56067,8285.833333,35646,996.4376262,46.666666666666664
39,35634,622,Employed,26267,24,Single,1,Other,0,27,217769,8059,2969.5,209710,1355.048541,66.66666666666666
68,22424,632,Employed,15589,60,Married,2,Other,0,26,78084,31284,1868.666667,46800,419.9798406,70.0
54,65975,624,Employed,12786,48,Single,0,Mortgage,0,15,36063,32077,5497.916667,3986,372.2921535,50.0
48,52294,682,Employed,22035,48,Single,1,Rent,0,28,549864,3729,4357.833333,546135,653.173327,26.666666666666668
41,58827,570,Employed,23918,24,Divorced,1,Mortgage,0,19,29340,13287,4902.25,16053,1250.345161,46.666666666666664
52,59261,609,Employed,37948,60,Married,0,Mortgage,0,22,182352,213731,4938.416667,6265,1077.713264,50.0
46,49760,629,Employed,17845,72,Married,4,Mortgage,0,22,229844,25647,4146.666667,204197,469.4221103,53.333333333333336
40,76963,596,Employed,22662,36,Married,1,Mortgage,0,15,33337,41114,6413.583333,9406,821.9947219,46.666666666666664
36,15000,590,Employed,17945,24,Married,2,Mortgage,0,24,55308,18585,1250.0,36723,914.7204053,53.333333333333336
39,41388,533,Employed,16236,24,Single,2,Mortgage,0,28,32599,4499,3449.0,28100,864.3574363,53.333333333333336
18,59260,594,Employed,44699,36,Divorced,1,Mortgage,0,23,40638,95065,4938.333333,10494,1707.894747,46.666666666666664
42,152251,611,Employed,17165,48,Married,1,Other,0,26,9293,73511,12687.58333,4317,501.4746443,53.333333333333336
34,48636,614,Employed,37561,36,Married,0,Rent,0,23,29034,39719,4053.0,10778,1397.598127,66.66666666666666
59,95557,460,Self-Employed,9838,48,Divorced,1,Mortgage,0,29,16586,34001,7963.083333,1574,328.2514237,50.0
40,105979,624,Employed,30488,48,Married,3,Own,0,31,106468,38526,8831.583333,67942,955.883355,40.0
25,183742,498,Employed,21001,48,Divorced,4,Own,0,19,180075,49581,15311.83333,130494,697.2413207,40.0
39,79786,596,Employed,55483,48,Married,0,Rent,0,23,24213,4403,6648.833333,19810,1904.336751,60.0
27,127599,554,Employed,35491,60,Married,2,Rent,0,23,175665,33552,10633.25,142113,1102.310086,53.333333333333336
45,81835,578,Employed,16788,60,Married,3,Own,0,27,53394,26053,6819.583333,27341,460.8151188,46.666666666666664
43,23496,608,Employed,20387,48,Widowed,4,Rent,0,24,284725,14027,1958.0,270698,635.9900026,46.666666666666664
51,48365,514,Employed,11093,60,Single,1,Mortgage,0,16,34062,46057,4030.416667,2824,321.7639466,56.666666666666664
30,25319,566,Employed,21648,60,Married,1,Rent,0,25,855214,10305,2109.916667,844909,585.6046591,33.33333333333333
40,106134,572,Employed,12572,36,Married,0,Rent,0,27,44660,8549,8844.5,36111,485.886267,53.333333333333336
23,39066,533,Unemployed,10829,108,Divorced,0,Mortgage,0,19,13821,7768,3255.5,6053,240.2005632,66.66666666666666
48,25430,631,Employed,19710,84,Single,1,Other,0,17,39805,14636,2119.166667,25169,464.2894942,66.66666666666666
46,101795,628,Self-Employed,12899,72,Married,2,Mortgage,0,20,228594,13142,8482.916667,215452,317.2796106,40.0
45,109499,590,Unemployed,15490,120,Single,1,Mortgage,0,28,40660,17975,9124.916667,22685,356.7876919,53.333333333333336
40,31195,442,Employed,21164,24,Divorced,0,Mortgage,0,22,17320,9674,2599.583333,7646,1127.73539,53.333333333333336
44,39426,455,Employed,28207,24,Married,0,Own,0,20,56354,27950,3285.5,28404,1493.304678,53.333333333333336
59,52411,628,Employed,34147,60,Married,2,Mortgage,0,21,76679,92422,4367.583333,10337,926.5553398,50.0
36,17344,541,Employed,60476,60,Married,0,Other,0,24,137377,5228,1445.333333,132149,1902.068962,73.33333333333333
41,97413,593,Employed,19001,48,Married,3,Mortgage,0,13,24314,14222,8117.75,10092,630.9674453,46.666666666666664
26,117903,549,Employed,30933,60,Married,2,Rent,0,29,86548,3596,9825.25,82952,929.4287731,53.333333333333336
29,30661,577,Employed,7397,48,Single,2,Own,0,18,170729,2382,2555.083333,168347,213.8686878,53.333333333333336
41,108976,515,Employed,25262,48,Married,3,Mortgage,0,24,143400,24712,9081.333333,118688,897.9126082,40.0
53,77539,579,Self-Employed,29059,60,Single,1,Mortgage,0,39,121594,13545,6461.583333,108049,773.1562245,50.0
36,44116,594,Self-Employed,40718,60,Single,2,Other,0,13,36173,36148,3676.333333,8233,1267.172057,66.66666666666666
37,64251,578,Employed,23040,60,Single,5,Rent,0,19,12217,27926,5354.25,10494,672.6628787,60.0
35,127874,527,Employed,11979,108,Single,3,Mortgage,0,25,37849,20399,10656.16667,17450,293.7335521,40.0
33,53451,530,Employed,22828,72,Married,3,Rent,0,14,38394,68142,4454.25,10580,662.8140017,60.0
43,56685,503,Unemployed,8060,24,Married,3,Rent,0,23,17497,8330,4723.75,9167,416.7568399,73.33333333333333
22,25125,529,Employed,29147,84,Single,0,Mortgage,0,20,22386,22513,2093.75,5800,922.6429889,53.333333333333336
55,52486,657,Employed,25888,36,Single,0,Mortgage,0,29,57465,50349,4373.833333,7116,949.5944741,50.0
32,98453,602,Employed,13410,60,Single,2,Mortgage,0,30,17992,39804,8204.416667,8963,373.3080804,46.666666666666664
48,49774,519,Employed,9659,60,Married,2,Rent,0,27,31425,63402,4147.833333,6880,316.1843564,66.66666666666666
24,34891,538,Employed,30828,24,Married,0,Mortgage,0,29,25527,6360,2907.583333,19167,1630.433386,53.333333333333336
48,82924,620,Employed,24400,108,Widowed,1,Mortgage,0,34,10235,13598,6910.333333,6435,578.6870609,46.666666666666664
48,69510,591,Employed,67512,36,Single,1,Rent,0,20,12635,14680,5792.5,4345,2657.121611,60.0
44,40553,608,Employed,17104,96,Single,1,Mortgage,0,25,22893,35089,3379.416667,8869,413.4904754,53.333333333333336
28,111891,597,Employed,45235,48,Married,1,Own,0,21,34845,18990,9324.25,15855,1400.3766,40.0
42,184723,497,Employed,16339,48,Married,3,Rent,0,23,4771,20476,15393.58333,2755,506.2296685,53.333333333333336
25,71696,565,Employed,13809,24,Married,4,Mortgage,1,27,47537,67581,5974.666667,10244,712.2032308,60.0
36,24353,615,Employed,12431,108,Single,0,Other,0,30,69484,22915,2029.416667,46569,279.8950281,66.66666666666666
52,69307,597,Employed,13678,36,Married,3,Mortgage,0,30,110661,16618,5775.583333,94043,512.9745318,50.0
49,65933,611,Employed,17373,60,Divorced,2,Mortgage,0,19,50109,23689,5494.416667,26420,504.934735,46.666666666666664
40,19654,628,Unemployed,15957,36,Married,1,Other,1,21,52019,18134,1637.833333,33885,597.7078374,93.33333333333333
28,79048,568,Employed,34222,48,Single,2,Mortgage,0,21,35520,26607,6587.333333,8913,1112.062059,46.666666666666664
47,74803,609,Self-Employed,25742,24,Divorced,2,Mortgage,0,20,86716,11265,6233.583333,75451,1323.568953,46.666666666666664
40,85718,606,Unemployed,16926,24,Married,0,Other,0,30,50289,34666,7143.166667,15623,883.7093192,73.33333333333333
18,33149,597,Employed,43889,12,Married,1,Rent,0,35,180869,13822,2762.416667,167047,4018.768132,66.66666666666666
49,80795,556,Employed,20458,36,Married,0,Own,0,23,78758,40544,6732.916667,38214,745.6352798,46.666666666666664
39,62581,598,Self-Employed,26797,48,Single,1,Own,0,31,38382,36414,5215.083333,1968,869.2985393,46.666666666666664
54,66274,639,Employed,46785,60,Single,0,Mortgage,0,20,121466,3166,5522.833333,118300,1361.73676,50.0
26,51447,557,Employed,13248,60,Married,2,Own,0,30,75302,10643,4287.25,64659,367.2559961,46.666666666666664
18,42998,574,Self-Employed,24419,48,Widowed,2,Mortgage,0,23,88988,42316,3583.166667,46672,728.4761541,53.333333333333336
43,31562,514,Employed,26181,24,Married,0,Own,0,23,46193,20124,2630.166667,26069,1404.688666,53.333333333333336
43,15000,594,Unemployed,16106,48,Divorced,2,Mortgage,0,23,48727,10757,1250.0,37970,515.8420003,66.66666666666666
19,24981,497,Employed,24242,60,Married,1,Other,0,26,33886,26605,2081.75,7281,703.3541482,66.66666666666666
28,79885,565,Employed,28632,24,Married,0,Mortgage,0,35,175295,22157,6657.083333,153138,1510.674112,46.666666666666664
73,27429,528,Employed,13719,36,Single,0,Mortgage,1,19,100614,45708,2285.75,54906,521.6294609,70.0
36,91684,537,Unemployed,24577,60,Single,0,Rent,0,19,12066,10783,7640.333333,1283,761.1491258,73.33333333333333
48,125958,548,Employed,59329,36,Widowed,2,Rent,0,30,32126,3199,10496.5,28927,2454.63288,53.333333333333336
32,51083,595,Employed,18244,60,Divorced,3,Rent,0,27,33831,6596,4256.916667,27235,503.0933996,60.0
18,45667,631,Employed,45460,60,Single,1,Own,0,28,66082,37120,3805.583333,28962,1301.436058,53.333333333333336
37,90987,547,Employed,18848,36,Divorced,0,Mortgage,0,24,167104,56916,7582.25,110188,732.4609528,46.666666666666664
36,82627,533,Employed,17856,60,Married,3,Other,0,30,21566,60168,6885.583333,5260,532.9484452,60.0
35,49382,634,Employed,47539,60,Divorced,3,Own,0,36,121492,29293,4115.166667,92199,1268.416072,53.333333333333336
38,48732,550,Employed,20757,48,Single,2,Rent,0,24,27943,3509,4061.0,24434,730.7179867,66.66666666666666
43,28790,571,Employed,26150,120,Divorced,2,Mortgage,0,28,44768,15812,2399.166667,28956,621.9037458,53.333333333333336
38,67230,616,Self-Employed,17582,48,Married,0,Other,0,20,20488,29052,5602.5,8782,559.4903244,60.0
24,15000,590,Employed,20619,36,Single,2,Rent,0,25,75103,11393,1250.0,63710,758.4559805,66.66666666666666
45,39822,573,Employed,13895,96,Married,3,Mortgage,0,20,106723,273625,3318.5,5436,360.7504418,53.333333333333336
18,25890,609,Employed,11753,60,Married,1,Own,0,27,542344,91354,2157.5,450990,318.5500085,33.33333333333333
18,50856,493,Employed,25672,108,Widowed,1,Rent,0,23,289030,71604,2708.166667,217426,719.6037827,60.0
48,29610,523,Employed,18821,36,Married,0,Rent,0,28,48173,197513,2467.5,3983,766.7850449,66.66666666666666
46,15000,576,Employed,20831,36,Single,0,Rent,0,37,61959,50559,1250.0,11400,814.692789,66.66666666666666
39,46164,516,Employed,12986,48,Married,1,Mortgage,0,24,49461,22117,2167.25,27344,429.3060252,53.333333333333336
23,30408,497,Employed,32087,24,Single,3,Own,0,22,84154,26514,2534.0,57640,1811.138044,53.333333333333336
31,100907,602,Self-Employed,26270,36,Married,1,Other,0,30,70809,49924,8408.916667,20885,973.4197384,53.333333333333336
36,28487,495,Employed,32084,12,Single,4,Other,0,18,197394,38217,2373.916667,159177,3060.749821,66.66666666666666
20,32182,601,Employed,25250,12,Married,0,Own,0,32,22501,34223,2681.833333,7102,2342.531652,53.333333333333336
31,26034,574,Unemployed,8080,60,Married,0,Own,0,35,37800,8136,2169.5,29664,246.8163438,66.66666666666666
47,107230,558,Employed,13435,72,Married,3,Rent,0,24,105410,35783,8935.833333,69627,323.8562129,53.333333333333336
57,48416,597,Employed,15923,72,Divorced,2,Mortgage,0,20,40899,55465,4034.666667,6170,418.8455704,56.666666666666664
34,53630,538,Employed,12899,36,Married,1,Rent,0,25,36172,43981,4469.166667,3303,493.8417139,60.0
49,20452,610,Employed,33551,24,Married,2,Own,0,27,128136,39835,1704.333333,88301,1764.925377,53.333333333333336
18,15000,534,Self-Employed,38347,36,Married,1,Own,0,28,243363,9246,1250.0,234117,1573.514135,53.333333333333336
47,29883,629,Employed,34356,48,Married,3,Mortgage,0,19,14530,2625,2490.25,11905,1027.532478,53.333333333333336
30,125028,542,Unemployed,31832,48,Married,5,Mortgage,0,25,10128,12010,10419.0,9526,1002.592328,53.333333333333336
43,27844,635,Employed,24628,36,Married,3,Mortgage,0,35,56007,6628,2320.333333,49379,906.298506,53.333333333333336
37,31520,570,Employed,34307,36,Married,0,Mortgage,0,19,8436,22123,2626.666667,5161,1400.752688,53.333333333333336
55,62411,637,Unemployed,26906,60,Single,2,Rent,0,22,60460,87844,5200.916667,7003,732.1161106,76.66666666666667
29,28418,611,Self-Employed,14486,84,Single,5,Rent,0,21,103117,33424,2368.166667,69693,371.1382182,66.66666666666666
47,82186,593,Employed,17474,108,Single,0,Other,0,28,152774,50654,6848.833333,102120,381.3446363,60.0
36,30207,621,Employed,22147,72,Married,2,Rent,0,31,49121,1297,2517.25,47824,575.5695511,66.66666666666666
38,29178,612,Unemployed,35601,96,Married,1,Own,0,27,49284,14253,2431.5,35031,912.2385591,66.66666666666666
37,267290,598,Self-Employed,22998,60,Married,4,Other,0,28,55418,9039,22274.16667,46379,708.8609533,53.333333333333336
29,31121,625,Employed,6953,120,Single,0,Own,0,28,81497,52749,2593.416667,28748,167.7358864,53.333333333333336
39,84570,562,Employed,11681,120,Widowed,2,Mortgage,0,28,291679,11523,7047.5,280156,266.1073764,26.666666666666668
39,27914,576,Employed,35809,48,Single,2,Rent,0,28,124282,4746,2326.166667,119536,1127.023871,66.66666666666666
42,20095,570,Unemployed,54339,60,Married,2,Other,0,19,79291,10708,1674.583333,68583,1717.021672,80.0
41,46982,562,Employed,21096,36,Married,0,Mortgage,0,15,20409,28757,3915.166667,9987,814.3057917,53.333333333333336
49,28394,656,Employed,10459,36,Single,0,Rent,0,24,211695,6529,2366.166667,205166,370.4859745,66.66666666666666
51,39928,507,Employed,18559,36,Married,0,Mortgage,0,25,419431,29636,3327.333333,389795,723.3122407,36.666666666666664
27,28017,600,Employed,34093,120,Single,0,Own,0,26,104818,10875,2334.75,93943,768.3142017,53.333333333333336
50,130292,550,Employed,17721,12,Single,2,Mortgage,0,27,26485,91439,10857.66667,10384,1660.248393,43.333333333333336
25,17983,598,Self-Employed,54160,48,Single,4,Own,0,29,113970,24213,1498.583333,89757,1798.507138,66.66666666666666
47,67549,605,Employed,21983,48,Divorced,1,Rent,0,19,81268,12578,5629.083333,68690,705.981119,60.0
47,53827,571,Employed,22692,24,Married,2,Own,0,20,19478,4638,4485.583333,14840,1172.936663,46.666666666666664
18,38194,598,Employed,70934,60,Married,3,Rent,0,33,158394,13588,3182.833333,144806,2210.680376,73.33333333333333
41,29092,603,Employed,18698,36,Single,0,Mortgage,0,18,260984,18716,2424.333333,242268,713.6695525,53.333333333333336
34,59040,559,Employed,11093,48,Single,0,Mortgage,0,25,26084,238431,4920.0,3364,355.6762151,46.666666666666664
30,46839,528,Self-Employed,25172,48,Divorced,2,Rent,0,20,37167,12091,3903.25,25076,801.1442381,66.66666666666666
56,68230,523,Employed,20849,84,Single,1,Mortgage,0,20,10708,41484,5685.833333,5991,591.2903087,50.0
32,33327,547,Employed,30303,108,Married,1,Mortgage,0,21,31979,17956,2777.25,14023,832.4169828,53.333333333333336
30,22814,501,Self-Employed,38741,84,Married,0,Mortgage,0,30,32447,14838,1901.166667,17609,1047.110861,53.333333333333336
40,86600,624,Employed,18756,48,Married,0,Other,0,17,51284,30244,7216.666667,21040,575.1377624,60.0
48,49945,601,Employed,17041,48,Married,0,Other,1,21,11798,5942,4162.083333,5856,557.220125,80.0
38,29982,517,Employed,26289,36,Divorced,3,Mortgage,1,26,78321,12084,2498.5,66237,1041.990603,66.66666666666666
53,33003,608,Employed,36055,60,Married,3,Rent,0,16,37577,52289,2750.25,10366,1062.56679,70.0
46,87359,557,Employed,43171,36,Married,1,Own,0,25,54951,4582,7279.916667,50369,1752.481417,46.666666666666664
18,103891,610,Employed,23878,60,Married,0,Mortgage,0,29,198492,8143,8657.583333,190349,694.3826772,40.0
33,80938,632,Employed,21625,60,Single,2,Rent,0,30,71946,60335,6744.833333,11611,575.8905435,60.0
33,61209,597,Employed,22754,36,Single,0,Own,0,16,198018,15760,5100.75,182258,866.9872911,46.666666666666664
45,73717,575,Employed,32099,12,Divorced,2,Mortgage,0,24,99585,73858,6143.083333,25727,2933.324662,46.666666666666664
18,32752,530,Employed,14555,60,Married,0,Rent,0,24,15600,40500,2729.333333,10445,429.6525601,66.66666666666666
70,284444,567,Employed,20701,36,Divorced,2,Mortgage,0,14,69497,39927,23703.66667,29570,766.3124014,43.333333333333336
46,27643,625,Employed,24666,36,Married,0,Mortgage,0,31,436486,44202,2303.583333,392284,893.4158672,33.33333333333333
41,40413,506,Employed,18381,24,Married,2,Own,0,22,162221,17774,3367.75,144447,1016.843881,53.333333333333336
54,30577,602,Employed,49904,48,Married,2,Rent,0,23,83632,12514,2548.083333,71118,1593.279075,70.0
68,63858,673,Unemployed,70498,60,Married,0,Own,0,30,178773,16732,5321.5,162041,1931.002536,73.33333333333333
50,154884,562,Employed,12858,60,Married,0,Other,0,26,34849,22038,12907.0,12811,378.1161191,56.666666666666664
51,48081,600,Employed,70675,72,Married,0,Own,0,20,52141,34867,4006.75,17274,1906.945708,66.66666666666666
41,54415,444,Employed,44401,48,Single,2,Other,0,24,169455,72535,4534.583333,96920,1650.21199,60.0
38,15000,513,Employed,25546,36,Single,3,Own,0,32,167412,51771,1250.0,115641,1054.080728,53.333333333333336
34,58856,559,Employed,22389,48,Single,0,Rent,0,25,34243,2046,4904.666667,32197,690.8557546,60.0
30,92927,587,Employed,22463,24,Divorced,0,Mortgage,0,21,23832,104879,7743.916667,10338,1127.06551,46.666666666666664
31,46528,548,Employed,26441,60,Single,3,Mortgage,0,29,11190,9332,3877.333333,1858,870.0147101,53.333333333333336
23,22394,491,Employed,39458,48,Married,0,Mortgage,0,22,53647,196547,1866.166667,8176,1384.820559,53.333333333333336
39,19139,577,Unemployed,15654,84,Widowed,3,Own,0,25,19382,6741,1594.916667,12641,349.2419078,66.66666666666666
19,24905,553,Employed,11240,12,Married,3,Own,0,23,17826,128279,2075.416667,7014,1038.49843,53.333333333333336
42,22892,545,Employed,25994,48,Divorced,3,Mortgage,0,22,61771,170975,1907.666667,10167,796.8657413,53.333333333333336
39,99810,418,Employed,38401,84,Married,0,Rent,0,35,47924,23184,8317.5,24740,1055.772333,60.0
41,57855,617,Employed,10596,48,Single,2,Mortgage,0,22,85691,22980,4821.25,62711,313.881275,46.666666666666664
33,135250,591,Employed,84036,48,Married,2,Mortgage,0,19,60978,4900,11270.83333,56078,2877.113717,40.0
76,44481,597,Employed,29120,72,Married,2,Own,0,24,68115,7914,3706.75,60201,691.6043629,56.666666666666664
56,26544,538,Employed,18014,36,Single,0,Mortgage,0,26,88338,6041,2212.0,82297,682.4066986,56.666666666666664
25,33971,628,Employed,14489,96,Single,1,Rent,0,26,6419,5066,2830.916667,1353,340.9580038,66.66666666666666
42,40778,564,Employed,36283,12,Single,0,Own,0,19,122027,5494,3398.166667,116533,3399.583671,53.333333333333336
32,33045,601,Employed,23801,48,Single,0,Rent,0,20,89907,37941,2753.75,51966,773.70929,66.66666666666666
27,116758,615,Employed,37569,48,Married,0,Rent,1,31,12427,5084,9729.833333,7343,1185.398307,66.66666666666666
23,61561,562,Self-Employed,36885,36,Divorced,3,Rent,0,20,65130,62746,5130.083333,2384,1447.467285,60.0
45,59669,591,Employed,11906,12,Single,3,Mortgage,0,21,209412,24721,4972.416667,184691,1100.244835,46.666666666666664
31,18034,580,Employed,15442,60,Divorced,2,Rent,0,27,157747,2802,1502.833333,154945,466.3622208,66.66666666666666
51,60756,543,Employed,16477,60,Single,0,Own,0,20,29522,55412,5063.0,5118,468.3595855,50.0
51,42772,582,Employed,15269,60,Married,2,Other,0,24,50710,7351,3564.333333,43359,432.4657034,70.0
56,121646,585,Employed,17272,72,Married,1,Mortgage,0,21,13428,15050,10137.16667,8051,433.2378206,43.333333333333336
29,71611,569,Unemployed,31194,60,Single,3,Own,0,17,32732,23966,5967.583333,8766,861.7872696,60.0
45,46398,553,Employed,18724,60,Divorced,1,Rent,0,23,9401,24306,3866.5,5382,493.7606167,66.66666666666666
47,15000,590,Employed,19618,84,Widowed,0,Mortgage,0,21,182175,50301,1250.0,131874,473.8005526,53.333333333333336
34,40891,619,Employed,12954,24,Married,3,Mortgage,0,20,7329,12184,3407.583333,8262,642.7512291,53.333333333333336
30,21797,572,Employed,34821,72,Married,0,Other,0,17,9287,6045,1816.416667,3242,995.7800192,66.66666666666666
59,62854,549,Employed,43134,36,Divorced,0,Mortgage,0,19,16620,24187,5237.833333,10594,1735.66141,50.0
42,25169,590,Employed,17936,60,Single,0,Own,0,19,28637,45917,2097.416667,4180,492.2797152,53.333333333333336
47,55741,515,Employed,36975,24,Married,1,Rent,0,20,24792,11897,4645.083333,12895,1888.345149,60.0
30,15000,488,Employed,33184,48,Divorced,0,Rent,0,22,90151,32875,1250.0,57276,1120.107063,66.66666666666666
25,21115,576,Employed,23224,24,Divorced,1,Rent,0,23,137971,15637,1759.583333,122334,1149.409217,66.66666666666666
33,25404,544,Employed,34107,48,Married,1,Own,0,26,38207,15380,2117.0,22827,1197.974691,53.333333333333336
38,33580,547,Employed,28528,36,Single,0,Other,0,17,27019,99201,2798.333333,9171,1132.820545,66.66666666666666
27,56933,597,Employed,14420,96,Married,2,Mortgage,0,22,106332,19371,4744.416667,86961,365.3634477,46.666666666666664
39,17103,553,Employed,14914,36,Married,3,Mortgage,1,25,46382,33115,1425.25,13267,585.9254775,66.66666666666666
19,32182,478,Unemployed,49105,24,Single,1,Mortgage,0,24,120905,24161,2681.833333,96744,2614.02571,66.66666666666666
26,32811,544,Employed,33937,24,Single,1,Own,0,35,58530,29269,2734.25,29261,1794.387991,53.333333333333336
48,97186,646,Employed,45566,36,Married,2,Mortgage,0,18,114422,52230,8098.833333,62192,1646.2685,46.666666666666664
47,55801,518,Employed,14751,84,Widowed,2,Rent,0,37,29514,2482,4650.083333,27032,403.3851733,60.0
35,20115,530,Employed,11427,60,Married,4,Mortgage,0,22,99175,4320,1676.25,94855,314.916342,53.333333333333336
27,19615,567,Employed,14503,48,Single,1,Mortgage,0,20,25958,50883,1634.583333,9328,441.0534511,53.333333333333336
27,27996,486,Employed,14422,24,Single,3,Mortgage,0,19,45552,4485,2333.0,41067,780.6807297,53.333333333333336
35,15159,545,Employed,40377,60,Divorced,0,Rent,0,24,20823,19839,1263.25,9629,1111.273287,66.66666666666666
47,118729,460,Employed,33457,60,Married,1,Other,0,25,138578,10333,9894.083333,128245,1141.483829,53.333333333333336
51,59559,544,Employed,35844,48,Divorced,0,Mortgage,0,32,140164,11269,4963.25,128895,1217.046004,50.0
34,30349,539,Self-Employed,20577,72,Married,2,Own,1,25,21613,23905,2529.083333,2043,572.742617,66.66666666666666
26,16812,535,Self-Employed,37248,36,Married,3,Mortgage,0,22,18348,87314,1401.0,1464,1498.570907,53.333333333333336
43,22262,604,Self-Employed,24207,96,Married,0,Mortgage,1,29,23077,73081,1855.166667,7759,626.7509604,66.66666666666666
30,45327,549,Employed,24596,60,Married,0,Mortgage,0,24,119420,38560,3777.25,80860,657.2354454,53.333333333333336
33,15657,594,Employed,17421,24,Married,5,Rent,0,18,13315,6862,1304.75,6453,874.0285726,66.66666666666666
55,67070,674,Employed,22578,60,Married,1,Rent,0,21,178984,4531,5589.166667,174453,588.5963836,63.33333333333333
49,62011,614,Employed,37124,48,Single,0,Rent,0,23,37166,7517,5167.583333,29649,1165.380578,60.0
41,37992,527,Employed,20360,36,Single,1,Rent,0,29,53475,38738,3166.0,14737,809.5803257,66.66666666666666
24,16196,534,Employed,22996,72,Divorced,2,Mortgage,0,27,28888,22748,1349.666667,6140,590.3527033,53.333333333333336
42,68949,520,Self-Employed,41137,48,Married,3,Mortgage,0,27,38029,14497,5745.75,23532,1481.234779,46.666666666666664
52,26401,594,Employed,25007,84,Married,1,Own,0,23,98251,20972,2200.083333,77279,626.1910522,56.666666666666664
35,26789,548,Unemployed,25503,48,Divorced,2,Mortgage,0,27,80134,43186,2232.416667,36948,844.9897322,66.66666666666666
56,66091,669,Employed,30310,72,Married,0,Mortgage,0,17,26306,16709,5507.583333,9597,702.1603265,50.0
55,34158,612,Employed,20764,36,Married,0,Mortgage,0,26,246398,9093,2846.5,237305,766.1442018,56.666666666666664
59,29186,553,Self-Employed,42096,60,Single,0,Own,0,26,97536,9269,2432.166667,88267,1273.31711,56.666666666666664
43,43748,626,Employed,16809,24,Divorced,4,Mortgage,0,25,30919,73083,3645.666667,5312,846.348028,53.333333333333336
47,46070,573,Employed,27116,60,Married,0,Own,0,19,25063,18748,3839.166667,6315,804.2958683,53.333333333333336
